2860,PROEPA UNI BLACX30,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1810560,60 UNIDADE,1819481,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2861,PROFENID 100MG 6 AMP 2 ML,SANOFI MEDLEY,9RA00159,128 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2862,PROFENID 100MG 6 AMP 2 ML,SANOFI MEDLEY,9RA00159,128 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2863,PROFENID GOTAS DOSING TUBE 20ML,SANOFI MEDLEY,9RA00849,40 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2864,PROFENID GOTAS DOSING TUBE 20ML,SANOFI MEDLEY,9RA00849,40 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2865,PROFENID RETARD 200MG 10 CPR,SANOFI MEDLEY,9RA00726,35 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2866,PROFENID RETARD 200MG 10 CPR,SANOFI MEDLEY,9RA00726,35 CARTUCHOS,23501,2053/2019,27/03/2019,GUARULHOS,SP
2867,PROFENID RETARD 200MG 10 CPR,SANOFI MEDLEY,9RA00726,105 CARTUCHOS,23342,2053/2019,27/03/2019,GUARULHOS,SP
2868,PROFENID RETARD 200MG 10 CPR,SANOFI MEDLEY,9RA00726,35 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2869,PROFLOX 500MG BLT C/5 COMP.REV. AG-SI,SIGMA,0Y7098,98,001521874,1093/2019,03/07/2019,SUMARÉ,SP
2870,PROLEPTOL 75MG X 30 CAPS (C1),SANOFI MEDLEY,18050677,80 CARTUCHOS,23697,2053/2019,27/03/2019,GUARULHOS,SP
2871,PROLEPTOL 75MG X 30 CAPS (C1),SANOFI MEDLEY,18050677,80 CARTUCHOS,23408,2053/2019,27/03/2019,GUARULHOS,SP
2872,Prolia inj. 60mg,GSK,1096065,24,71572,3084/2019,13/06/2019,Pacaembu,SP
2873,PROLIVE CAP BLX15,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1810039,72 UNIDADE,1820000,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2874,PROLIVE CAP BLX30,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1816243,288 UNIDADE,1820000,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2875,PROLOPA 250MG 30 COMP FH,ROCHE,RJ1431,01 UNIDADE,3317745**,9416640-2019,18/01/2019,"Durante a logística reversa do cliente Nazária  paraprodutos Roche",GO
2876,PROLOPA 250MG 30 COMP FH,ROCHE,RJ1492,54 UNIDADES,345260,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2877,PROLOPA 250MG 30 COMP FH,ROCHE,RJ1492,133 UNIDADES,345269,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
2878,PROLOPA 250MG 30 COMP FH,ROCHE,RJ1492,33 UNIDADES,345268,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2879,PROLOPA 250MG 30 COMP FH,ROCHE,RJ1492,20 UNIDADES,345267,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2880,PROLOPA 250MG 30 COMP FH,ROCHE,RJ1492,66 UNIDADES,345262,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2881,PROLOPA 250MG 30 COMP FH,ROCHE,RJ1492,10 UNIDADES,345261,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2882,PROLOPA 250MG 30 COMP FH,ROCHE,RJ1495,"1.224UNIDADES",345252,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2883,PROLOPA BD 125MG 30 COMP,ROCHE,RJ0607,01 UNIDADE,329880*,9648081 - 2019,26/02/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO.",GO
2884,PROLOPA BD 125MG 30 COMP,ROCHE,RJ0641,129 UNIDADES,345260,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2885,PROLOPA BD 125MG 30 COMP,ROCHE,RJ0641,128 UNIDADES,345266,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2886,PROLOPA BD 125MG 30 COMP,ROCHE,RJ0641,"1.233UNIDADES",345265,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2887,PROLOPA BD 125MG 30 COMP,ROCHE,RJ0641,47 UNIDADES,345264,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2888,PROLOPA BD 125MG 30 COMP,ROCHE,RJ0641,80 UNIDADES,345263,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2889,PROLOPA BD 125MG 30 COMP,ROCHE,RJ0642,"9.948UNIDADES",345252,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2890,PROLOPA BD 125MG 30 COMP,ROCHE,RJ0641,16 UNIDADES,345270,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2891,PROLOPA BD 125MG 60 COMP,ROCHE,RJ0583,01 UNIDADE,3317745**,9416640-2019,18/01/2019,"Durante a logística reversa do cliente Nazária  paraprodutos Roche",GO
2892,PROLOPA HBS 125MG 30 CAPS,ROCHE,M2845/01,48 UNIDADES,345260,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2893,PROLOPA HBS 125MG 30 CAPS,ROCHE,M2845/01,564 UNIDADES,345252,296/2019,31/08/2019,"DURANTE A ENTREGA DE PRODUTOS ROCHEPARA O MERCADO PRIVADO",-
2894,PROMIM,Supera Farma Laboratórios S.A,615496A,60 cartuchos,154336,1369/2019,29/10/2019,Campinas,SP
2895,PRONAZOL (8706),"DIFFUCAP CHEMOBRAS QUÍMICA EFARMACÊUTICA LTDA",D180192,12 cartuchos,54728,19I0319074032 12/06/2019,04/04/2019,Jaboatão dos Guararapes,PE
2896,PRONAZOL (8706),"DIFFUCAP CHEMOBRAS QUÍMICA EFARMACÊUTICA LTDA",D180231,4cartuchos,55958,130-00493/2019,06/06/2018,CASSIMIRO DE ABREU,RJ
2897,PRONAZOL (8772),"DIFFUCAP CHEMOBRAS QUÍMICA EFARMACÊUTICA LTDA",D180231,240 cartuchos,55950,130-00493/2019,06/06/2018,CASSIMIRO DE ABREU,RJ
2898,PRONAZOL (8772),"DIFFUCAP CHEMOBRAS QUÍMICA EFARMACÊUTICA LTDA",D180230,21 cartuchos,55952,130-00493/2019,06/06/2018,CASSIMIRO DE ABREU,RJ
2899,PRONAZOL (8772),"DIFFUCAP CHEMOBRAS QUÍMICA EFARMACÊUTICA LTDA",D180230,1cartucho,55958,130-00493/2019,06/06/2018,CASSIMIRO DE ABREU,RJ
2900,"PROP CLOBETASOL 0,5MG POM 30G/NEO",DISLAB - GO,B19F1193,1UN,191094,1550/2019,04/10/2019,EMBU DAS ARTES,SP
2901,"PROP CLOBETASOL CREME 0,5MG/G",SANOFI MEDLEY,18120079,540 CARTUCHOS,23386,2053/2019,27/03/2019,GUARULHOS,SP
2902,"PROP CLOBETASOL CREME 0,5MG/G",SANOFI MEDLEY,18120079,270 CARTUCHOS,23521,2053/2019,27/03/2019,GUARULHOS,SP
2903,"PROP CLOBETASOL POMADA 0,5MG/G",SANOFI MEDLEY,9KP01592,540 CARTUCHOS,23472,2053/2019,27/03/2019,GUARULHOS,SP
2904,"PROP CLOBETASOL POMADA 0,5MG/G",SANOFI MEDLEY,9KP01592,270 CARTUCHOS,23700,2053/2019,27/03/2019,GUARULHOS,SP
2905,PROPAFENONA CLD 300MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,18F38C,3 UNIDADES,69046,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
2906,PROPRANOLOL 10MG 2BLT C/15 COMP,SIGMA,0W1954,60,1475590,095-00443/2019-02,18/04/2019,Vassouras,RJ
2907,PROPRANOLOL 10MG 2BLT C/15 COMP,SIGMA,0W1954,240,1475599,095-00443/2019-02,18/04/2019,Vassouras,RJ
2908,PROPRANOLOL 10MG 2BLT C/15 COMP,SIGMA,0W1954,180,1475653,095-00443/2019-02,18/04/2019,Vassouras,RJ
2909,"PROPRANOLOL 40 MG (OSÓRIO DEMORAES)",DIMASTER,209/18,6000 COMPRIMIDOS,185338,0238108/2019-BO-00613.2019.0003759,22/02/2019,DESCONHECIDO,
2910,PROPRANOLOL 40MG 2BLT C/15 COMP,SIGMA,0Z4213,432,1475589,095-00443/2019-02,18/04/2019,Vassouras,RJ
2911,PROPRANOLOL 40MG 2BLT C/15 COMP,SIGMA,0Z4213,1728,1475599,095-00443/2019-02,18/04/2019,Vassouras,RJ
2912,PROPRANOLOL 40MG 2BLT C/15 COMP,SIGMA,0Z4213,240,1475653,095-00443/2019-02,18/04/2019,Vassouras,RJ
2913,PROPRANOLOL CLD 40MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19F13I,30 UNIDADES,69027,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
2914,PROPRANOLOL CLD 40MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19F13I,20 UNIDADES,69031,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
2915,PROPRANOLOL CLD 40MG 30 CPS,NDS DISTRIBUIDORA DE MEDICAMENTOS,19F13I,100 UNIDADES,69055,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
2916,PRÓS,Supera Farma Laboratórios S.A,621267,50 cartuchos,154336,1369/2019,29/10/2019,Campinas,SP
2917,PROS HP,Supera RX Medicamentos Ltda,612126,60,94085,11560217,15/08/2019,PROFESSOR JAMIL,GO
2918,Prostokos,"INFAN- INDÚSTRIA QUÍMICAFARMACÊUTICA",1712010,7,,00168/2019.103762-2,Detectado em 16/04/2019,"Farmácia Satélite das Unidades de Internação -Hospital Regional do Baixo Amazonas",AM
2919,PROTEINA CAP FRX30,"ACHE LABORATORIOS FARMACÊUTICOSS.A",006Q0118,10 UNIDADE,1820005,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2920,PROTEINA CAP FRX60,"ACHE LABORATORIOS FARMACÊUTICOSS.A",001R0119,10 UNIDADE,1820005,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2921,PROVANCE COMM BLX10 ACH,"ACHE LABORATORIOS FARMACÊUTICOSS.A",8TSA226,40 UNIDADE,1820005,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2922,PROVANCE COMM BLX30 ACH,"ACHE LABORATORIOS FARMACÊUTICOSS.A",8TSA177,20 UNIDADE,1820005,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2923,"PROVIVE EMU INJ P344/98C1 CX C/5FRX20ML",União Química Farmacêutica Nacional,A0A1170,4 cartuchos,268007,43553,29/03/2019,São Paulo,SP
2924,PROZAC 20 MG 30S,Cloridrato de Fluoxetina,D048463,1,066.082-002,"95.868/2019-1                            10aDELEGACIA DE POLÍCIA - LAGO SUL,",01/09/2019,AEROPORTO - LAGO SUL / DISTRITO FEDERAL,-
2925,PROZAC 20 MG 30S,Cloridrato de Fluoxetina,D048463,59,066.107-002,"95.868/2019-1                            10aDELEGACIA DE POLÍCIA - LAGO SUL,",02/09/2019,AEROPORTO - LAGO SUL / DISTRITO FEDERAL,-
2926,PROZAC 20MG,Cloridrato de Fluoxetina,D007155,2,172.039-002,"102.956/2019-1 - DP APURAÇÃO -10a DELEGACIA DE POLICIA",15/09/2019,"AEROPORTO, STS - SETOR TERMINAL SUL -BRASÍLIA / DISTRITO FEDERAL",-
2927,Pulmicort,Empreendimentos Pague Menos SA,SCKB,1024,533656,317/2019,26.05.2019,Porto Ferreira,SP
2928,Pulmicort,Servimed Comercial Ltda,SCED,40,533662,317/2019,26.05.2019,Porto Ferreira,SP
2929,Pulmicort,Servimed Comercial Ltda,PCEZ,40,533662,317/2019,26.05.2019,Porto Ferreira,SP
2930,Pulmicort,Servimed Comercial Ltda,SCKB,960,533666,317/2019,26.05.2019,Porto Ferreira,SP
2931,Pulmicort,Servimed Comercial Ltda,PCDE,640,533666,317/2019,26.05.2019,Porto Ferreira,SP
2932,PURAN 75MCG 15 CPRS AG,SANOFI MEDLEY,832243,120 CARTUCHOS,168847,033-677/2019-01,24/01/2019,Rio de Janeiro,RJ
2933,PURAN 75MCG 15 CPRS AG,SANOFI MEDLEY,832243,120 CARTUCHOS,168846,033-677/2019-01,24/01/2019,Rio de Janeiro,RJ
2934,PURAN T4 100MCG CPR 2X15 V,SANOFI MEDLEY,9RA02053,600 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2935,PURAN T4 100MCG CPR 2X15 V,SANOFI MEDLEY,9RA02053,600 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2936,"PURAN T4 12,5MCG 2X15 CPR VD",SANOFI MEDLEY,9RA01741,108 CARTUCHOS,23501,2053/2019,27/03/2019,GUARULHOS,SP
2937,"PURAN T4 12,5MCG 2X15 CPR VD",SANOFI MEDLEY,9RA01741,324 CARTUCHOS,23342,2053/2019,27/03/2019,GUARULHOS,SP
2938,PURAN T4 175MCG CPR 2X15 V,SANOFI MEDLEY,9RA00634,120 CARTUCHOS,23501,2053/2019,27/03/2019,GUARULHOS,SP
2939,PURAN T4 175MCG CPR 2X15 V,SANOFI MEDLEY,9RA00634,120 CARTUCHOS,23342,2053/2019,27/03/2019,GUARULHOS,SP
2940,PURAN T4 25MCG CPR 2X15 V,SANOFI MEDLEY,9RA01250,240 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2941,PURAN T4 25MCG CPR 2X15 V,SANOFI MEDLEY,9RA01250,240 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2942,"PURAN T4 37,5MCG 2X15 CPR VD",SANOFI MEDLEY,8E1585,54 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2943,"PURAN T4 37,5MCG 2X15 CPR VD",SANOFI MEDLEY,8E1514,594 CARTUCHOS,23342,2053/2019,27/03/2019,GUARULHOS,SP
2944,"PURAN T4 37,5MCG 2X15 CPR VD",SANOFI MEDLEY,8E1514,54 CARTUCHOS,23281,2053/2019,27/03/2019,GUARULHOS,SP
2945,"PURAN T4 37,5MCG 2X15 CPR VD",SANOFI MEDLEY,8E1585,54 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2946,PURAN T4 50MCG CPR 2X15 V,SANOFI MEDLEY,9RA01755,240 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2947,PURAN T4 50MCG CPR 2X15 V,SANOFI MEDLEY,9RA01755,240 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2948,PURAN T4 75MCG CPR 2X15 V,SANOFI MEDLEY,9RA01244,120 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2949,PURAN T4 75MCG CPR 2X15 V,SANOFI MEDLEY,9RA01244,120 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2950,PURAN T4 88MCG 2x15 S VD,SANOFI MEDLEY,9RA00576,120 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2951,PURAN T4 88MCG 2X15 S VD,SANOFI MEDLEY,9RA00431,1080 CARTUCHOS,23401,2053/2019,27/03/2019,GUARULHOS,SP
2952,PURAN T4 88MCG 2x15 S VD,SANOFI MEDLEY,9RA00576,120 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2953,PURIANCE SAB LIQ PROFUSE BGX140ML,"ACHE LABORATORIOS FARMACÊUTICOSS.A",8442602,26 UNIDADE,1819476,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
2954,PURIANCE ULTIMATE PROFUSE BGX60G,"ACHE LABORATORIOS FARMACÊUTICOSS.A",9443759,12 UNIDADE,1819474,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2955,PURINETHOL,EXCELLA / ASPEN PHARMA,710692,120 UNIDADES,142936,880/2018,15/03/2018,Rio Pequeiro,SP
2956,Pyloripac Retrat c/ 10 bl,SANOFI MEDLEY,9KP00885,75 CARTUCHOS,26615,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2957,Pyloripac Retrat c/ 10 bl,SANOFI MEDLEY,9KP00885,75 CARTUCHOS,26615,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
2958,QUADRIDERM CR HUM 1X20G OR,COSMED IND COSM MED S/A,B18L2983,864,-,-,-,-,-
2959,"QUERA LP 0,375 MG","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",584410,"3,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2960,"QUERA LP 0,750 MG","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",564136,"3,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2961,"QUEROPAX (C1) 25MG 1BLT C/14COM REV-S-AG",SIGMA,1A5752,65,001521874,1093/2019,03/07/2019,SUMARÉ,SP
2962,"QUEROPAX(C1)100MG 1BLTX10 COM REV-S-AG",SIGMA,0W7352,64,001521874,1093/2019,03/07/2019,SUMARÉ,SP
2963,QUETIAPINA 100MG,SANDOZ,HY5544,6 UNIDADES,275741,0150530/2019-BO-00608.2019.0005000,21/03/2019,TRANSPORTADORA SÃO MIGUEL,SC
2964,QUETIAPINA 100MG,SANDOZ,HY5544,6 UNIDADES,275742,0150530/2019-BO-00608.2019.0005000,21/03/2019,TRANSPORTADORA SÃO MIGUEL,SC
2965,QUETIPIN ® 100 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18090409,"1,00 CX",2226671,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2966,QUETIPIN ® 200 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18030622,"1,00 CX",2226918,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2967,QUETIPIN ® 200 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18030622,"10,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2968,QUETROS 100MG COMR BLX30 (C1),"ACHE LABORATORIOS FARMACÊUTICOSS.A",1815046,56 UNIDADE,1820001,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2969,QUETROS 200MG COMR BLX30 (C1),"ACHE LABORATORIOS FARMACÊUTICOSS.A",1811686,36 UNIDADE,1820001,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2970,QUETROS 25MG COMR BLX30 (C1),"ACHE LABORATORIOS FARMACÊUTICOSS.A",1900563,150 UNIDADE,1820001,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2971,"RADIESSE 1,5CC SYR IMPL INJ",MERZ FARMACEUTICA COMERCIAL,100115616,1 UNIDADE,14900,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2972,"RADIESSE 1,5CC SYR IMPL INJ",MERZ FARMACEUTICA COMERCIAL,100115616,1 UNIDADE,14911,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2973,"RADIESSE 1,5CC SYR IMPL INJ",MERZ FARMACEUTICA COMERCIAL,100116094,14 UNIDADE,14911,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2974,RAMIPRIL COMP 5MG C/ 30,SANOFI MEDLEY,9KP00222,1 CARTUCHOS,23703,2053/2019,27/03/2019,GUARULHOS,SP
2975,RAMIPRIL COMP 5MG C/ 30,SANOFI MEDLEY,9KP01259,55 CARTUCHOS,23703,2053/2019,27/03/2019,GUARULHOS,SP
2976,RAMIPRIL COMP 5MG C/ 60,SANOFI MEDLEY,9KP01265,224 CARTUCHOS,23638,2053/2019,27/03/2019,GUARULHOS,SP
2977,RAMIPRIL COMP 5MG C/ 60,SANOFI MEDLEY,9KP01265,112 CARTUCHOS,23626,2053/2019,27/03/2019,GUARULHOS,SP
2978,Rapilax,Kley Hertz Farmacêutica S/A,137782,18,639877,123/2019,14/01/2019,Franco da Rocha,SP
2979,RAPILAX,KLEY HERTZ FARMACÊUTICA S/A,146743,6,666072,1079/2019,03/07/2019,SUMARÉ,SP
2980,RAPILAX,KLEY HERTZ FARMACÊUTICA S/A,146743,3,666102,1079/2019,03/07/2019,SUMARÉ,SP
2981,Razapina,SANDOZ DO BRASIL,JL5930,12 UNIDADES,8942,030-02036.2019,17/04/2019,Rio de Janeiro,RJ
2982,Razapina ODT,Sandoz do Brasil Indústria Farmacêutica Ltda.,JF2797,06 Unidades,184622,00481.2019.0010304,04/07/2019,ITAJAÍ,SC
2983,"REGENCEL 10.000 UI/G + 25 MG/G + 5 MG/G+ 5 MG/G","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18030630,"120,00 UN.",2221103,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2984,"REGENCEL 10.000 UI/G + 25 MG/G + 5 MG/G+ 5 MG/G","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18030630,"132,00 UN.",2221104,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2985,"REGENCEL 10.000 UI/G + 25 MG/G + 5 MG/G+ 5 MG/G","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18030630,"132,00 UN.",2221109,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2986,"REGENCEL 10.000 UI/G + 25 MG/G + 5 MG/G+ 5 MG/G","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18030630,"132,00 UN.",2221126,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2987,"REGENCEL 10.000 UI/G + 25 MG/G + 5 MG/G+ 5 MG/G","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18030630,"120,00 UN.",2221142,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2988,"REGENCEL 10.000 UI/G + 25 MG/G + 5 MG/G+ 5 MG/G","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18070705,"122,00 UN.",2226928,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2989,"REGENCEL 10.000 UI/G + 25 MG/G + 5 MG/G+ 5 MG/G","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18080655,"118,00 UN.",2226928,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
2990,Remicade inj. 100mg,Janssen,IIM28014,76,883214,3084/2019,13/06/2019,Pacaembu,SP
2991,REMIFAS 2 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18110114,"6,00 CX",2227463,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
2992,REMILEV COMREV CTX20,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1808874,160 UNIDADE,1820002,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
2993,REMINYL ER 16MG 28CAP OR,JOHNSON & JOHNSON BR IND COM P,AL6667,24,NFO  269031,1114/2019,20/05/2019,TRANSPORTE,-
2994,REMINYL ER 24MG 28CAP OR,JOHNSON & JOHNSON BR IND COM P,AL6668,24,NFO  269031,1114/2019,20/05/2019,TRANSPORTE,-
2995,Remsima inj. 100mg,Celtrone,17B1C33AE1,4,72402,3084/2019,13/06/2019,Pacaembu,SP
2996,"REPOPIL 1BLT C/21 COMPRIMIDOREVESTIDO",LEGRAND,1B2061,9,000466820,1093/2019,03/07/2019,SUMARÉ,SP
2997,"REPOPIL 1BLT C/21 COMPRIMIDOREVESTIDO",LEGRAND,1B2062,11,000466820,1093/2019,03/07/2019,SUMARÉ,SP
2998,RESFENOL,KLEY HERTZ FARMACÊUTICA S/A,141363,1,666072,1079/2019,03/07/2019,SUMARÉ,SP
2999,RESFENOL CÁPSULAS,KLEY HERTZ FARMACÊUTICA S.A.,149460,12,675324,3054/2019,02/09/2019,SÃO PAULO - SP,-
3000,RESFENOL LÍQUIDO,KLEY HERTZ FARMACÊUTICA S/A,143500,6,666072,1079/2019,03/07/2019,SUMARÉ,SP
3001,RESPIDON 1MG (1 X 10 TAB),TORRENT DO BRASIL LTDA,2988028,102 unidades,15133,9125727,24/01/2019,Goiania,GO
3002,RESPIRATUS XAROPE 7MG/ML C/ 100ML,SANOFI MEDLEY,841078,144 CARTUCHOS,23520,2053/2019,27/03/2019,GUARULHOS,SP
3003,RESPIRATUS XAROPE 7MG/ML C/ 100ML,SANOFI MEDLEY,841078,120 CARTUCHOS,23622,2053/2019,27/03/2019,GUARULHOS,SP
3004,"REVANGE 37,5/325MG COMR BLX10 (A2)","ACHE LABORATORIOS FARMACÊUTICOSS.A",1902316,36 UNIDADE,1820002,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
3005,"REVANGE 37,5/325MG COMR BLX20 (A2)","ACHE LABORATORIOS FARMACÊUTICOSS.A",1902035,72 UNIDADE,1820002,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
3006,REVIA® 50 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18080773,"12,00 CX",2226918,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
3007,REVIA® 50 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18080773,"5,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
3008,RIFOCINA SPRAY 20 ML,SANOFI MEDLEY,9RA00844,96 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
3009,RIFOCINA SPRAY 20 ML,SANOFI MEDLEY,9RA00844,96 CARTUCHOS,26618,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
3010,RILUZOL 50 MG 28 CPR,SUN FARMACÊUTICA DO BRASIL LTDA,JKS 6516A,15 CX,33588,COP No1075424190216145001,16/02/2019,Professor Jamil,GO
