3780,SCS PARAF DRIVER L 27MM - LONG,"JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XH907,1,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
3781,SCS PARAF DRIVER L 27MM - LONG,"JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XH907,1,000040243,103.463/2020-1,05/03/2020,BRASÍLIA,DF
3782,SCS PARAF DRIVER L 27MM - LONG,"JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG984,1,000048977,103.463/2020-1,28/07/2020,BRASÍLIA,DF
3783,SCS-PARAF DRIVER,"JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",YR425,1,000048977,103.463/2020-1,28/07/2020,BRASÍLIA,DF
3784,SCS-PARAF DRIVER,"JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XT703,1,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
3785,SCS-PARAF DRIVER,"JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XT703,1,000036957,103.463/2020-1,31/01/2020,BRASÍLIA,DF
3786,"SD702CE65 - SEDA 7-0 2 AG 3/8 ESP0,65-45CM",BIOLINE FIOS CIRÚRGICOS LTDA,2018006232,12 ENVELOPES,94321,n°918-00195/2023,13/08/2020,MUNICIPIO: DUQUE DE CAXIAS - RJ,RJ
3787,SDH Diluente - Ref. 206-20,Labtest Diagnostica S/A,202008 ID01 Exp 28/02/2022,8,74117,4365/20 e 4367/20,26/09/2020,São Paulo,SP
3788,SDH Lisante - Ref. 205-5,Labtest Diagnostica S/A,202004 ID01 Exp 31/01/2023,6,74117,4365/20 e 4367/20,26/09/2020,São Paulo,SP
3789,SECUFILL,GUEBERT PRODUTOS RADIOLÓGICOS LTDA,PM19201,200 UNIDADES,143416,021-12203/2019-01,25/11/2019,BONSUCESSO,RJ
3790,Segurador de Haste e Fio,U&I Corporation,A18G102,1,37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
3791,Sensor Fio Guia,Boston Scientific do Brasil Ltda.,17953626,1 Caixa (5 unidades),DANFE 000793982,612/2020,27/01/2020,"RUA DOUTOR JOAO BATISTA DE LACERDA, 585BELEM - S.PAULO - SP",SP
3792,SERINGA DUPLA FASTLOAD MR,Bracco Imaging do Brasil,IAUEL 1910,50 unidades,33663,2759/2020,21/10/2020,São Paulo,SP
3793,SERINGA DUPLA FASTLOAD MR,Bracco Imaging do Brasil,IAUEL 1910,100 unidades,32987,0 26-04206/2020,09/09/2020,São Paulo,SP
3794,SERINGA ELS,GUEBERT PRODUTOS RADIOLÓGICOS LTDA,20190216,50 UNIDADES,143416,021-12203/2019-01,25/11/2019,BONSUCESSO,RJ
3795,SERINGA ELS PARA ANGIOGRAFIA GUERBET,GUEBERT PRODUTOS RADIOLÓGICOS LTDA,18122602,50 UNIDADES,142725,5501/2019,31/10/2019,SÃO PAULO,SP
3796,SEROFINE NEEDLES 31G,MERCK S/A,18N13G8711,3,952,1215/2020,24/07/2020,"RODOVIA PRESIDENTE DUTRA, APÓS PEDÁGIO DEGUARAREMA",-
3797,Serum Protein Multi Calibrator (Level 1-6) 1x2 mL,"Beckman Coulter do Brasil Comércio e Importação deProdutos para Laboratório Ltda",1035O,2,165257,1106/2020,16/10/2020,Rodovia BR116 - Barnabes - Juquitiba,SP
3798,Serum Protein Multi Calibrator 2 (Level 1-5) 1x2 mL,"Beckman Coulter do Brasil Comércio e Importação deProdutos para Laboratório Ltda",1040A,2,165257,1106/2020,16/10/2020,Rodovia BR116 - Barnabes - Juquitiba,SP
3799,SILICONE PERFIL KIT,VIGODENT IND. E COM.,1901421,1,79923,2019-059454471-001,03/12/2019,"Rua Pernambuco, 875 - Nossa Senhora das Graças- Betim",MG
3800,SINVASTATINA 20MG C/30CPRV/SDZ,DISLAB - GO,JX0260,180UN,212316,5317/2019,11/12/2019,SÃO PAULO,SP
3801,SIS.AN.PAC.MERLIN PSA C/EX3190,ST. JUDE MEDICAL BRASIL LTDA.,237410198  / N/A,1,065647,N/A,16/07/2020,CAMPO GRANDE,
3802,SIS.AN.PAC.MERLIN PSA C/EX3190,ST. JUDE MEDICAL BRASIL LTDA.,237411672  / N/A,1,175745,N/A,16/07/2020,CAMPO GRANDE,
3803,"Sistema a Vácuo para tratamento de feridas -VivanoTec Pro",Bace Comercio Internacional Ltda,220016990,1,123778,1147630/2020,19/06/2020,Processo de Importação,-
3804,"Sistema a Vácuo para tratamento de feridas -VivanoTec Pro",Bace Comercio Internacional Ltda,220016991,1,123778,1147630/2020,19/06/2020,Processo de Importação,-
"",,,,Quantidade Roubada/,,,,
Ordem,Produto*,Empresa*,No de Série/ Lote*,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
"",,,,Furtada/ Extraviada*,,,,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3805,-VivanoTec Pro,Bace Comercio Internacional Ltda,220016993,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3806,-VivanoTec Pro,Bace Comercio Internacional Ltda,220016995,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3807,-VivanoTec Pro,Bace Comercio Internacional Ltda,220016998,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3808,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017000,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3809,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017002,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3810,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017017,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3811,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017018,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3812,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017021,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3813,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017026,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3814,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017036,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3815,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017043,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3816,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017044,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3817,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017067,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema a Vácuo para tratamento de feridas -,,,,,,,
3818,-VivanoTec Pro,Bace Comercio Internacional Ltda,220017068,1 123778,1147630/2020,19/06/2020,Processo de Importação,
"",Sistema de Ablação Cardíaca por,,,,,,"RUA ANTONIO PACHECO VALENTE, 240 -",
3819,,Boston Scientific do Brasil Ltda.,407160235,1 DANFE 001968198,4313-2019,05/12/2019,,SP
"",Radiofrequência - Maestro 4000,,,,,,SANTO AMARO - S.PAULO - SP,
"",Sistema de Ablação Cardíaca por,,,,,,"RUA ANTONIO PACHECO VALENTE, 240 -",
3820,,Boston Scientific do Brasil Ltda.,413160074,1 DANFE 001693987,4313-2019,05/12/2019,,SP
"",Radiofrequência - Maestro 4000 (pod),,,,,,SANTO AMARO - S.PAULO - SP,
"",Sistema de distribuição de fluidos para infusão,"Merit Medical Comercialização, Distribuição,",,,,,,
"",,,,,,,"Rua Doutor Bráulio Gomes, 25 - República - CEP:",
3821,de fluidos com doses,Importação e Exportação de Produtos,H1794952,10 unds. 8217,3098/2020 e 3193/2020,24/06/2020,,-
"",,,,,,,0147-020 (via pública),
"",múltiplas.,Hospitalares Ltda,,,,,,
"",,,,,701/2015 (3o,,,
"",,"Getinge do Brasil Equipamentos Médicos Ltda., empresa",,58149 (NF de aquisição -,Distrito Policial de Guarulhos-SP)  e,,"Avenida Marques de São Vicente, 1125 – Barra Funda,",
3822,Sistema de Hipotermia/ Hipertemia HCU 20,sucessora da Maquet Cardiopulmonary do Brasil Indústria e SPSão PauloComércio Ltda (titular do registro do produto à época),No de Série 93100363,1 MCP00925771 UNIDADE AQUEC. E RESFRIADORA),2330/2020 (complementar ao primeiro - 23o Distrito Policial de São,05/05/2015,,
"",,,,,Paulo-SP).,,,
"",Sistema de Medição para Análise de Medidas,,,,,,,
3823,Intraoperatórias durante o Implante de Marcapasso e,Biotronik Comercial Médica Ltda.,61600694,1 1370508,016-08033/2018-01,28/09/2018,"Avenida das Américas, 10300 Posto BR - Bairro Tijuca",RJ
"",Cardioversor-Desfibrilador Cardíacos Implantáveis,,,,,,,
"",Sistema de Mensuração Eletrofisiológica (EP-,,,,,,"RUA ANTONIO PACHECO VALENTE, 240 -",
3824,,Biotronik Comercial Médica Ltda.,2014_3_12,1 DANFE 001059702,4313-2019,05/12/2019,,SP
"",Tracer),,,,,,SANTO AMARO - S.PAULO - SP,
"",,K.C.I BRASIL IMPORTADORA E,,,,,,
"",Sistema de Terapia a Vácuo,,,NA - produto próprio da empresa,,,Hospital A.C. Camargo,
3825,,DISTRIBUIDORA DE PRODUTOS PARA A,VFSR900102,1,56/2020,Desconhecida,,SP
"",Modelo: Acti V.A.C.,,,- utilizado para comodato,,,São Paulo,
"",,SAÚDE LTDA,,,,,,
"",,K.C.I BRASIL IMPORTADORA E,,,,,,
"",Sistema de Terapia a Vácuo,,,NA - produto próprio da empresa,,,Hospital Nipo Brasileiro de São Paulo,
3826,,DISTRIBUIDORA DE PRODUTOS PARA A,VFSR900007,1,56/2020,Desconhecida,,SP
"",Modelo: Acti V.A.C.,,,- utilizado para comodato,,,São Paulo,
"",,SAÚDE LTDA,,,,,,
"",,K.C.I BRASIL IMPORTADORA E,,,,,,
"",Sistema de Terapia à Vácuo,,,NA - produto próprio da empresa,,,,
3827,,DISTRIBUIDORA DE PRODUTOS PARA A,VGJR00029,1,20I0319001880,02/12/2019,RECIFE,PE
"",Modelo: ULTA 60400,,,- utilizado para comodato,,,,
"",,SAÚDE LTDA,,,,,,
"",,GE Healthcare do Brasil Comércio e Serviço para,,,,,,
"",Sistema de Ultrassom Vscan (Modelo: Vscan with Dual,,,,,,,
3828,,Equipamento Médico-Hospitalares Ltda./ Hospital,VH0345169Q (ID#418744),1 21871,1163/2020,30/04/2020,SÃO PAULO,SP
"",Probe,,,,,,,
"",,Israelita Albert Einstein,,,,,,
"",,,,,,,"RUA DOUTOR JOAO BATISTA DE LACERDA, 585 -",
3829,Sistema Obtryx Transobturador Médio-Uretral,Boston Scientific do Brasil Ltda.,50202,1 unidade DANFE 001115342,612/2020,27/01/2020,,SP
"",,,,,,,BELEM - S.PAULO - SP,
"","SOL DE CLORETO DE SÓDIO 0,9% EP 100ML",,,,,,,
3830,,Laboratórios B.Braun S/A,20031450,4000 (caixa com 20 peças) 441998,2020-018764331-001,20/04/2020,Nova Lima,MG
"",BR,,,,,,,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3831,"SOLID PILARM DRIVER, L 13.0MM,SS",DFDENTARIOS S.A,YG233,1 000041804,103.463/2020-1,20/03/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3832,"SOLID PILARM DRIVER, L 13.0MM,SS",DFDENTARIOS S.A,AKF14,1 000049990,103.463/2020-1,10/08/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3833,"SOLID PILARM DRIVER, L 19MM,SS",DFDENTARIOS S.A,WR245,1 000043074,103.463/2020-1,11/05/2020,BRASÍLIA,
3834,Solução de Lavagem D-100,Bio-Rad Laboratórios Brasil Ltda,64318841,22 100.710,918-00101/2020,03/04/2020,RIO DE JANEIRO,RJ
3835,Solução de Lavagem D-100,Bio-Rad Laboratórios Brasil Ltda,64331679,11 100.710,918-00101/2020,03/04/2020,RIO DE JANEIRO,RJ
3836,SOLUÇÃO LAVAGEM DE REFERÊNCIA,WERFEN MEDICAL LTDA,N0796144,5 19479,918-00081/2020-01,21/02/2020,RIO DE JANEIRO,RJ
"",,,,,,,"RUA DOUTOR JOAO BATISTA DE LACERDA, 585 -",
3837,Solyx Faixa de Suporte de Incisão,Boston Scientific do Brasil Ltda.,22740686,1 unidade DANFE 001827344,612/2020,27/01/2020,,SP
"",,,,,,,BELEM - S.PAULO - SP,
3838,Sonda Canulada,U&I Corporation,A18A088,1 37108,1593/2020,17/03/2020,"Avenida Paulista, 2001 - Consolação - São Paulo",SP
3839,SONDA FOLEY 2 VIAS 30 CC N 14,LABOR IMPORT,09220011,20 PACOTES 1347490,1563311/2020,20/10/2020,NIKKEY RIO PRETO LOGÍSTICA,-
3840,SONDA FOLEY 2 VIAS 30 CC N 16,LABOR IMPORT,09320011,10 PACOTES 1347490,1563311/2020,20/10/2020,NIKKEY RIO PRETO LOGÍSTICA,-
"",,,,,2020-046543440-001 / 2020-,,"AVENIDA NAPOLEAO FAISSOL, 896 RESIDENCIAL",
3841,Sonda nasogastrica curta 08,Biosani,40448,10 unid 130366,,22/09/2020,,MG
"",,,,,047354836-001,,MONTE VERDE,
"",,,,,2020-046543440-001 / 2020-,,"AVENIDA NAPOLEAO FAISSOL, 896 RESIDENCIAL",
3842,Sonda nasogastrica curta 10,Biosani,40449,20 unid 130366,,22/09/2020,,MG
"",,,,,047354836-001,,MONTE VERDE,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3843,"SP Ø 3.3MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,XJ981,5 000047942,103.463/2020-1,14/07/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3844,"SP Ø 3.3MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,VZ526,3 000047816,103.463/2020-1,13/07/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3845,"SP Ø 3.3MM RN, SLACTIVE® 14MM, TIZR, NTP",DFDENTARIOS S.A,TN615,2 000047942,103.463/2020-1,14/07/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3846,"SP Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,XW872,5 000040413,103.463/2020-1,06/03/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3847,"SP Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,XW872,1 000045831,103.463/2020-1,17/06/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3848,"SP Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,XH931,4 000047942,103.463/2020-1,14/07/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3849,"SP Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,XH931,1 000049990,103.463/2020-1,10/08/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3850,"SP Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,TM073,4 000051113,103.463/2020-1,21/08/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3851,"SP Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,WN019,1 000049990,103.463/2020-1,10/08/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3852,"SP Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,ACF95,4 000049490,103.463/2020-1,03/08/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3853,"SP Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",DFDENTARIOS S.A,ACF95,1 000049990,103.463/2020-1,10/08/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3854,"SP Ø 4.1MM RN, SLACTIVE® 12MM, TIZR, NTP",DFDENTARIOS S.A,WF612,5 000047942,103.463/2020-1,14/07/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3855,"SP Ø 4.1MM RN, SLACTIVE® 12MM, TIZR, NTP",DFDENTARIOS S.A,WF612,1 000045831,103.463/2020-1,17/06/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3856,"SP Ø 4.1MM RN, SLACTIVE® 12MM, TIZR, NTP",DFDENTARIOS S.A,WF612,2 000051113,103.463/2020-1,21/08/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3857,"SP Ø 4.1MM RN, SLACTIVE® 12MM, TIZR, NTP",DFDENTARIOS S.A,WX491,1 000047942,103.463/2020-1,14/07/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3858,"SP Ø 4.1MM RN, SLACTIVE® 14MM, TIZR, NTP",DFDENTARIOS S.A,VV733,1 000045831,103.463/2020-1,17/06/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3859,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP",DFDENTARIOS S.A,YN274,5 000040725,103.463/2020-1,10/03/2020,BRASÍLIA,
"",,JJGC INDUSTRIA E COMERCIO DE MATERIAIS,,,,,,
3860,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP",DFDENTARIOS S.A,YN274,5 000040930,103.463/2020-1,11/03/2020,BRASÍLIA,
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
3861,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",YJ947,2,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
3862,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XY558,3,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
3863,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XY558,5,000039439,103.463/2020-1,27/02/2020,BRASÍLIA,DF
3864,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XY558,5,000040243,103.463/2020-1,05/03/2020,BRASÍLIA,DF
3865,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XY558,1,000040725,103.463/2020-1,10/03/2020,BRASÍLIA,DF
3866,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XP825,1,000037007,103.463/2020-1,31/01/2020,BRASÍLIA,DF
3867,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG828,5,000037007,103.463/2020-1,31/01/2020,BRASÍLIA,DF
3868,"SP Ø 4.1MM RN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG828,5,000039439,103.463/2020-1,27/02/2020,BRASÍLIA,DF
3869,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",WN143,1,000049990,103.463/2020-1,10/08/2020,BRASÍLIA,DF
3870,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XW976,5,000040413,103.463/2020-1,06/03/2020,BRASÍLIA,DF
3871,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XW976,1,000049990,103.463/2020-1,10/08/2020,BRASÍLIA,DF
3872,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XW976,1,000051113,103.463/2020-1,21/08/2020,BRASÍLIA,DF
3873,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XW976,1,000051113,103.463/2020-1,21/08/2020,BRASÍLIA,DF
3874,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XT878,3,000040725,103.463/2020-1,10/03/2020,BRASÍLIA,DF
3875,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XT878,1,000040930,103.463/2020-1,11/03/2020,BRASÍLIA,DF
3876,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XR310,4,000047942,103.463/2020-1,14/07/2020,BRASÍLIA,DF
3877,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XY549,4,000049490,103.463/2020-1,03/08/2020,BRASÍLIA,DF
3878,"SP Ø 4.1MM RN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",ACG85,2,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
3879,"SP Ø 4.8MM WN, SLACTIVE® 10MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",YN201,1,000047375,103.463/2020-1,07/07/2020,BRASÍLIA,DF
3880,"SP Ø 4.8MM WN, SLACTIVE® 10MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XA151,1,000048673,103.463/2020-1,23/07/2020,BRASÍLIA,DF
3881,"SP Ø 4.8MM WN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XK288,5,000040930,103.463/2020-1,11/03/2020,BRASÍLIA,DF
3882,"SP Ø 4.8MM WN, SLACTIVE® 6MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XE487,6,000037007,103.463/2020-1,31/01/2020,BRASÍLIA,DF
3883,"SP Ø 4.8MM WN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",WH109,1,000048673,103.463/2020-1,23/07/2020,BRASÍLIA,DF
3884,"SP Ø 4.8MM WN, SLACTIVE® 8MM, TIZR, NTP","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",VW059,1,000047375,103.463/2020-1,07/07/2020,BRASÍLIA,DF
3885,"SP Ø4.1MM RN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",YJ463,1,000040725,103.463/2020-1,10/03/2020,BRASÍLIA,DF
3886,"SP Ø4.1MM RN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XT861,5,000039439,103.463/2020-1,27/02/2020,BRASÍLIA,DF
3887,"SP Ø4.1MM RN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG816,2,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
3888,"SP Ø4.1MM RN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG816,5,000039439,103.463/2020-1,27/02/2020,BRASÍLIA,DF
3889,"SP Ø4.1MM RN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG816,3,000040725,103.463/2020-1,10/03/2020,BRASÍLIA,DF
3890,"SP Ø4.1MM RN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XG816,2,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
3891,"SP Ø4.1MM RN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",WV319,4,000037007,103.463/2020-1,31/01/2020,BRASÍLIA,DF
3892,"SP Ø4.1MM RN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",WJ762,2,000040243,103.463/2020-1,05/03/2020,BRASÍLIA,DF
3893,"SP Ø4.8MM WN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",VZ512,4,000037007,103.463/2020-1,31/01/2020,BRASÍLIA,DF
3894,"SP Ø4.8MM WN, SLACTIVE® 4MM, TIZR","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",VZ512,5,000040930,103.463/2020-1,11/03/2020,BRASÍLIA,DF
3895,"SP PROFILE BROCA, RN Ø4.1 SHORT","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XM222,1,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
3896,"SP PROFILE BROCA, RN, Ø 3.3MM, L 25.0MM","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",XK581,1,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
3897,"SP PROFILE BROCA, RN, Ø 3.3MM, L 25.0MM","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",VM232,1,000036885,103.463/2020-1,30/01/2020,BRASÍLIA,DF
3898,"SP PROFILE BROCA, WN Ø4.8, SHORT","JJGC INDUSTRIA E COMERCIO DE MATERIAISDENTARIOS S.A",AHK58,1,000045831,103.463/2020-1,17/06/2020,BRASÍLIA,DF
3899,SPACER 10,IOL IMPLANTES LTDA,116640,1,14155,1020/2020,25/03/2020,Diadema,SP
3900,SPACER 12,IOL IMPLANTES LTDA,116641,1,14155,1020/2020,25/03/2020,Diadema,SP
